x y z meta\\
0.50 4.26 1465.35 1465.35\\
0.51 4.26 1468.37 1468.37\\
0.53 4.26 1471.34 1471.34\\
0.54 4.26 1474.27 1474.27\\
0.56 4.26 1477.15 1477.15\\
0.58 4.26 1479.99 1479.99\\
0.59 4.26 1482.79 1482.79\\
0.61 4.26 1485.54 1485.54\\
0.62 4.26 1488.24 1488.24\\
0.64 4.26 1490.90 1490.90\\
0.66 4.26 1493.52 1493.52\\
0.67 4.26 1496.09 1496.09\\
0.69 4.26 1498.62 1498.62\\
0.70 4.26 1501.10 1501.10\\
0.72 4.26 1503.53 1503.53\\
0.74 4.26 1505.92 1505.92\\
0.75 4.26 1508.27 1508.27\\
0.77 4.26 1510.57 1510.57\\
0.78 4.26 1512.83 1512.83\\
0.80 4.26 1515.04 1515.04\\
0.82 4.26 1517.21 1517.21\\
0.83 4.26 1519.33 1519.33\\
0.85 4.26 1521.40 1521.40\\
0.86 4.26 1523.44 1523.44\\
0.88 4.26 1525.42 1525.42\\
0.90 4.26 1527.37 1527.37\\
0.91 4.26 1529.26 1529.26\\
0.93 4.26 1531.12 1531.12\\
0.94 4.26 1532.92 1532.92\\
0.96 4.26 1534.69 1534.69\\
0.98 4.26 1536.40 1536.40\\
0.99 4.26 1538.08 1538.08\\
1.01 4.26 1539.70 1539.70\\
1.02 4.26 1541.29 1541.29\\
1.04 4.26 1542.83 1542.83\\
1.06 4.26 1544.32 1544.32\\
1.07 4.26 1545.77 1545.77\\
1.09 4.26 1547.17 1547.17\\
1.10 4.26 1548.53 1548.53\\
1.12 4.26 1549.84 1549.84\\
1.14 4.26 1551.11 1551.11\\
1.15 4.26 1552.34 1552.34\\
1.17 4.26 1553.52 1553.52\\
1.18 4.26 1554.65 1554.65\\
1.20 4.26 1555.74 1555.74\\
1.22 4.26 1556.79 1556.79\\
1.23 4.26 1557.79 1557.79\\
1.25 4.26 1558.74 1558.74\\
1.26 4.26 1559.65 1559.65\\
1.28 4.26 1560.52 1560.52\\
1.30 4.26 1561.34 1561.34\\
1.31 4.26 1562.11 1562.11\\
1.33 4.26 1562.84 1562.84\\
1.34 4.26 1563.53 1563.53\\
1.36 4.26 1564.17 1564.17\\
1.38 4.26 1564.77 1564.77\\
1.39 4.26 1565.32 1565.32\\
1.41 4.26 1565.82 1565.82\\
1.42 4.26 1566.28 1566.28\\
1.44 4.26 1566.70 1566.70\\
1.46 4.26 1567.07 1567.07\\
1.47 4.26 1567.40 1567.40\\
1.49 4.26 1567.68 1567.68\\
1.50 4.26 1567.92 1567.92\\
1.52 4.26 1568.11 1568.11\\
1.54 4.26 1568.26 1568.26\\
1.55 4.26 1568.36 1568.36\\
1.57 4.26 1568.42 1568.42\\
1.58 4.26 1568.43 1568.43\\
1.60 4.26 1568.40 1568.40\\
1.62 4.26 1568.32 1568.32\\
1.63 4.26 1568.20 1568.20\\
1.65 4.26 1568.03 1568.03\\
1.66 4.26 1567.82 1567.82\\
1.68 4.26 1567.56 1567.56\\
1.70 4.26 1567.26 1567.26\\
1.71 4.26 1566.91 1566.91\\
1.73 4.26 1566.52 1566.52\\
1.74 4.26 1566.09 1566.09\\
1.76 4.26 1565.61 1565.61\\
1.78 4.26 1565.08 1565.08\\
1.79 4.26 1564.51 1564.51\\
1.81 4.26 1563.89 1563.89\\
1.82 4.26 1563.23 1563.23\\
1.84 4.26 1562.53 1562.53\\
1.86 4.26 1561.78 1561.78\\
1.87 4.26 1560.98 1560.98\\
1.89 4.26 1560.14 1560.14\\
1.90 4.26 1559.26 1559.26\\
1.92 4.26 1558.33 1558.33\\
1.94 4.26 1557.35 1557.35\\
1.95 4.26 1556.33 1556.33\\
1.97 4.26 1555.27 1555.27\\
1.98 4.26 1554.16 1554.16\\
2.00 4.26 1553.00 1553.00\\
2.02 4.26 1551.81 1551.81\\
2.03 4.26 1550.56 1550.56\\
2.05 4.26 1549.27 1549.27\\
2.06 4.26 1547.94 1547.94\\
2.08 4.26 1546.56 1546.56\\
2.10 4.26 1545.14 1545.14\\
2.11 4.26 1543.67 1543.67\\
2.13 4.26 1542.16 1542.16\\
2.14 4.26 1540.60 1540.60\\
2.16 4.26 1538.99 1538.99\\
2.18 4.26 1537.35 1537.35\\
2.19 4.26 1535.65 1535.65\\
2.21 4.26 1533.92 1533.92\\
2.22 4.26 1532.13 1532.13\\
2.24 4.26 1530.31 1530.31\\
2.26 4.26 1528.43 1528.43\\
2.27 4.26 1526.52 1526.52\\
2.29 4.26 1524.56 1524.56\\
2.30 4.26 1522.55 1522.55\\
2.32 4.26 1520.50 1520.50\\
2.34 4.26 1518.40 1518.40\\
2.35 4.26 1516.26 1516.26\\
2.37 4.26 1514.07 1514.07\\
2.38 4.26 1511.84 1511.84\\
2.40 4.26 1509.56 1509.56\\
2.42 4.26 1507.24 1507.24\\
2.43 4.26 1504.88 1504.88\\
2.45 4.26 1502.47 1502.47\\
2.46 4.26 1500.01 1500.01\\
2.48 4.26 1497.51 1497.51\\
2.50 4.26 1494.97 1494.97\\
2.51 4.26 1492.38 1492.38\\
2.53 4.26 1489.74 1489.74\\
2.54 4.26 1487.06 1487.06\\
2.56 4.26 1484.34 1484.34\\
2.58 4.26 1481.57 1481.57\\
2.59 4.26 1478.75 1478.75\\
2.61 4.26 1475.89 1475.89\\
2.62 4.26 1472.99 1472.99\\
2.64 4.26 1470.04 1470.04\\
2.66 4.26 1467.04 1467.04\\
2.67 4.26 1464.00 1464.00\\
2.69 4.26 1460.92 1460.92\\
2.70 4.26 1457.79 1457.79\\
2.72 4.26 1454.62 1454.62\\
2.74 4.26 1451.40 1451.40\\
2.75 4.26 1448.14 1448.14\\
2.77 4.26 1444.83 1444.83\\
2.78 4.26 1441.47 1441.47\\
2.80 4.26 1438.08 1438.08\\
2.82 4.26 1434.63 1434.63\\
2.83 4.26 1431.15 1431.15\\
2.85 4.26 1427.61 1427.61\\
2.86 4.26 1424.04 1424.04\\
2.88 4.26 1420.41 1420.41\\
2.90 4.26 1416.75 1416.75\\
2.91 4.26 1413.03 1413.03\\
2.93 4.26 1409.28 1409.28\\
2.94 4.26 1405.48 1405.48\\
2.96 4.26 1401.63 1401.63\\
2.98 4.26 1397.74 1397.74\\
2.99 4.26 1393.80 1393.80\\
0.00 4.26 1347.68 1347.68\\
0.02 4.26 1352.10 1352.10\\
0.03 4.26 1356.46 1356.46\\
0.05 4.26 1360.79 1360.79\\
0.06 4.26 1365.06 1365.06\\
0.08 4.26 1369.30 1369.30\\
0.10 4.26 1373.48 1373.48\\
0.11 4.26 1377.63 1377.63\\
0.13 4.26 1381.73 1381.73\\
0.14 4.26 1385.78 1385.78\\
0.16 4.26 1389.79 1389.79\\
0.18 4.26 1393.75 1393.75\\
0.19 4.26 1397.67 1397.67\\
0.21 4.26 1401.54 1401.54\\
0.22 4.26 1405.37 1405.37\\
0.24 4.26 1409.16 1409.16\\
0.26 4.26 1412.90 1412.90\\
0.27 4.26 1416.59 1416.59\\
0.29 4.26 1420.24 1420.24\\
0.30 4.26 1423.84 1423.84\\
0.32 4.26 1427.40 1427.40\\
0.34 4.26 1430.92 1430.92\\
0.35 4.26 1434.39 1434.39\\
0.37 4.26 1437.81 1437.81\\
0.38 4.26 1441.19 1441.19\\
0.40 4.26 1444.53 1444.53\\
0.42 4.26 1447.82 1447.82\\
0.43 4.26 1451.07 1451.07\\
0.45 4.26 1454.27 1454.27\\
0.46 4.26 1457.42 1457.42\\
0.48 4.26 1460.53 1460.53\\
0.50 4.26 1463.60 1463.60\\
0.51 4.26 1466.62 1466.62\\
0.53 4.26 1469.60 1469.60\\
0.54 4.26 1472.53 1472.53\\
0.56 4.26 1475.41 1475.41\\
0.58 4.26 1478.26 1478.26\\
0.59 4.26 1481.05 1481.05\\
0.61 4.26 1483.80 1483.80\\
0.62 4.26 1486.51 1486.51\\
0.64 4.26 1489.17 1489.17\\
0.66 4.26 1491.79 1491.79\\
0.67 4.26 1494.36 1494.36\\
0.69 4.26 1496.89 1496.89\\
0.70 4.26 1499.37 1499.37\\
0.72 4.26 1501.81 1501.81\\
0.74 4.26 1504.20 1504.20\\
0.75 4.26 1506.55 1506.55\\
0.77 4.26 1508.86 1508.86\\
0.78 4.26 1511.11 1511.11\\
0.80 4.26 1513.33 1513.33\\
0.82 4.26 1515.50 1515.50\\
0.83 4.26 1517.62 1517.62\\
0.85 4.26 1519.70 1519.70\\
0.86 4.26 1521.73 1521.73\\
0.88 4.26 1523.72 1523.72\\
0.90 4.26 1525.67 1525.67\\
0.91 4.26 1527.56 1527.56\\
0.93 4.26 1529.42 1529.42\\
0.94 4.26 1531.23 1531.23\\
0.96 4.26 1532.99 1532.99\\
0.98 4.26 1534.71 1534.71\\
0.99 4.26 1536.39 1536.39\\
1.01 4.26 1538.02 1538.02\\
1.02 4.26 1539.60 1539.60\\
1.04 4.26 1541.14 1541.14\\
1.06 4.26 1542.64 1542.64\\
1.07 4.26 1544.09 1544.09\\
1.09 4.26 1545.50 1545.50\\
1.10 4.26 1546.86 1546.86\\
1.12 4.26 1548.17 1548.17\\
1.14 4.26 1549.44 1549.44\\
1.15 4.26 1550.67 1550.67\\
1.17 4.26 1551.85 1551.85\\
1.18 4.26 1552.99 1552.99\\
1.20 4.26 1554.08 1554.08\\
1.22 4.26 1555.12 1555.12\\
1.23 4.26 1556.13 1556.13\\
1.25 4.26 1557.08 1557.08\\
1.26 4.26 1558.00 1558.00\\
1.28 4.26 1558.86 1558.86\\
1.30 4.26 1559.68 1559.68\\
1.31 4.26 1560.46 1560.46\\
1.33 4.26 1561.19 1561.19\\
1.34 4.26 1561.88 1561.88\\
1.36 4.26 1562.52 1562.52\\
1.38 4.26 1563.12 1563.12\\
1.39 4.26 1563.68 1563.68\\
1.41 4.26 1564.18 1564.18\\
1.42 4.26 1564.65 1564.65\\
1.44 4.26 1565.07 1565.07\\
1.46 4.26 1565.44 1565.44\\
1.47 4.26 1565.77 1565.77\\
1.49 4.26 1566.05 1566.05\\
1.50 4.26 1566.29 1566.29\\
1.52 4.26 1566.48 1566.48\\
1.54 4.26 1566.63 1566.63\\
1.55 4.26 1566.74 1566.74\\
1.57 4.26 1566.80 1566.80\\
1.58 4.26 1566.81 1566.81\\
1.60 4.26 1566.78 1566.78\\
1.62 4.26 1566.71 1566.71\\
1.63 4.26 1566.59 1566.59\\
1.65 4.26 1566.42 1566.42\\
1.66 4.26 1566.21 1566.21\\
1.68 4.26 1565.96 1565.96\\
1.70 4.26 1565.66 1565.66\\
1.71 4.26 1565.31 1565.31\\
1.73 4.26 1564.92 1564.92\\
1.74 4.26 1564.49 1564.49\\
1.76 4.26 1564.01 1564.01\\
1.78 4.26 1563.48 1563.48\\
1.79 4.26 1562.92 1562.92\\
1.81 4.26 1562.30 1562.30\\
1.82 4.26 1561.64 1561.64\\
1.84 4.26 1560.94 1560.94\\
1.86 4.26 1560.19 1560.19\\
1.87 4.26 1559.40 1559.40\\
1.89 4.26 1558.56 1558.56\\
1.90 4.26 1557.68 1557.68\\
1.92 4.26 1556.75 1556.75\\
1.94 4.26 1555.78 1555.78\\
1.95 4.26 1554.76 1554.76\\
1.97 4.26 1553.70 1553.70\\
1.98 4.26 1552.59 1552.59\\
2.00 4.26 1551.44 1551.44\\
2.02 4.26 1550.24 1550.24\\
2.03 4.26 1549.00 1549.00\\
2.05 4.26 1547.71 1547.71\\
2.06 4.26 1546.38 1546.38\\
2.08 4.26 1545.00 1545.00\\
2.10 4.26 1543.58 1543.58\\
2.11 4.26 1542.11 1542.11\\
2.13 4.26 1540.60 1540.60\\
2.14 4.26 1539.05 1539.05\\
2.16 4.26 1537.44 1537.44\\
2.18 4.26 1535.80 1535.80\\
2.19 4.26 1534.11 1534.11\\
2.21 4.26 1532.37 1532.37\\
2.22 4.26 1530.59 1530.59\\
2.24 4.26 1528.77 1528.77\\
2.26 4.26 1526.90 1526.90\\
2.27 4.26 1524.98 1524.98\\
2.29 4.26 1523.02 1523.02\\
2.30 4.26 1521.02 1521.02\\
2.32 4.26 1518.97 1518.97\\
2.34 4.26 1516.87 1516.87\\
2.35 4.26 1514.73 1514.73\\
2.37 4.26 1512.55 1512.55\\
2.38 4.26 1510.32 1510.32\\
2.40 4.26 1508.04 1508.04\\
2.42 4.26 1505.72 1505.72\\
2.43 4.26 1503.36 1503.36\\
2.45 4.26 1500.95 1500.95\\
2.46 4.26 1498.50 1498.50\\
2.48 4.26 1496.00 1496.00\\
2.50 4.26 1493.46 1493.46\\
2.51 4.26 1490.87 1490.87\\
2.53 4.26 1488.23 1488.23\\
2.54 4.26 1485.56 1485.56\\
2.56 4.26 1482.83 1482.83\\
2.58 4.26 1480.07 1480.07\\
2.59 4.26 1477.25 1477.25\\
2.61 4.26 1474.39 1474.39\\
2.62 4.26 1471.49 1471.49\\
2.64 4.26 1468.55 1468.55\\
2.66 4.26 1465.55 1465.55\\
2.67 4.26 1462.52 1462.52\\
2.69 4.26 1459.43 1459.43\\
2.70 4.26 1456.31 1456.31\\
2.72 4.26 1453.14 1453.14\\
2.74 4.26 1449.92 1449.92\\
2.75 4.26 1446.66 1446.66\\
2.77 4.26 1443.35 1443.35\\
2.78 4.26 1440.00 1440.00\\
2.80 4.26 1436.60 1436.60\\
2.82 4.26 1433.16 1433.16\\
2.83 4.26 1429.68 1429.68\\
2.85 4.26 1426.15 1426.15\\
2.86 4.26 1422.57 1422.57\\
2.88 4.26 1418.95 1418.95\\
2.90 4.26 1415.28 1415.28\\
2.91 4.26 1411.57 1411.57\\
2.93 4.26 1407.82 1407.82\\
2.94 4.26 1404.02 1404.02\\
2.96 4.26 1400.17 1400.17\\
2.98 4.26 1396.28 1396.28\\
2.99 4.26 1392.35 1392.35\\
0.00 4.27 1345.86 1345.86\\
0.02 4.27 1350.28 1350.28\\
0.03 4.27 1354.65 1354.65\\
0.05 4.27 1358.97 1358.97\\
0.06 4.27 1363.25 1363.25\\
0.08 4.27 1367.49 1367.49\\
0.10 4.27 1371.68 1371.68\\
0.11 4.27 1375.82 1375.82\\
0.13 4.27 1379.92 1379.92\\
0.14 4.27 1383.98 1383.98\\
0.16 4.27 1387.99 1387.99\\
0.18 4.27 1391.95 1391.95\\
0.19 4.27 1395.87 1395.87\\
0.21 4.27 1399.75 1399.75\\
0.22 4.27 1403.58 1403.58\\
0.24 4.27 1407.36 1407.36\\
0.26 4.27 1411.11 1411.11\\
0.27 4.27 1414.80 1414.80\\
0.29 4.27 1418.45 1418.45\\
0.30 4.27 1422.06 1422.06\\
0.32 4.27 1425.62 1425.62\\
0.34 4.27 1429.14 1429.14\\
0.35 4.27 1432.61 1432.61\\
0.37 4.27 1436.04 1436.04\\
0.38 4.27 1439.42 1439.42\\
0.40 4.27 1442.76 1442.76\\
0.42 4.27 1446.05 1446.05\\
0.43 4.27 1449.30 1449.30\\
0.45 4.27 1452.50 1452.50\\
0.46 4.27 1455.66 1455.66\\
0.48 4.27 1458.77 1458.77\\
0.50 4.27 1461.84 1461.84\\
0.51 4.27 1464.86 1464.86\\
0.53 4.27 1467.84 1467.84\\
0.54 4.27 1470.77 1470.77\\
0.56 4.27 1473.66 1473.66\\
0.58 4.27 1476.50 1476.50\\
0.59 4.27 1479.30 1479.30\\
0.61 4.27 1482.06 1482.06\\
0.62 4.27 1484.77 1484.77\\
0.64 4.27 1487.43 1487.43\\
0.66 4.27 1490.05 1490.05\\
0.67 4.27 1492.62 1492.62\\
0.69 4.27 1495.15 1495.15\\
0.70 4.27 1497.64 1497.64\\
0.72 4.27 1500.08 1500.08\\
0.74 4.27 1502.47 1502.47\\
0.75 4.27 1504.82 1504.82\\
0.77 4.27 1507.13 1507.13\\
0.78 4.27 1509.39 1509.39\\
0.80 4.27 1511.60 1511.60\\
0.82 4.27 1513.77 1513.77\\
0.83 4.27 1515.90 1515.90\\
0.85 4.27 1517.98 1517.98\\
0.86 4.27 1520.01 1520.01\\
0.88 4.27 1522.01 1522.01\\
0.90 4.27 1523.95 1523.95\\
0.91 4.27 1525.85 1525.85\\
0.93 4.27 1527.71 1527.71\\
0.94 4.27 1529.52 1529.52\\
0.96 4.27 1531.29 1531.29\\
0.98 4.27 1533.01 1533.01\\
0.99 4.27 1534.69 1534.69\\
1.01 4.27 1536.32 1536.32\\
1.02 4.27 1537.90 1537.90\\
1.04 4.27 1539.45 1539.45\\
1.06 4.27 1540.94 1540.94\\
1.07 4.27 1542.40 1542.40\\
1.09 4.27 1543.80 1543.80\\
1.10 4.27 1545.17 1545.17\\
1.12 4.27 1546.48 1546.48\\
1.14 4.27 1547.76 1547.76\\
1.15 4.27 1548.99 1548.99\\
1.17 4.27 1550.17 1550.17\\
1.18 4.27 1551.31 1551.31\\
1.20 4.27 1552.40 1552.40\\
1.22 4.27 1553.45 1553.45\\
1.23 4.27 1554.45 1554.45\\
1.25 4.27 1555.41 1555.41\\
1.26 4.27 1556.33 1556.33\\
1.28 4.27 1557.19 1557.19\\
1.30 4.27 1558.02 1558.02\\
1.31 4.27 1558.80 1558.80\\
1.33 4.27 1559.53 1559.53\\
1.34 4.27 1560.22 1560.22\\
1.36 4.27 1560.87 1560.87\\
1.38 4.27 1561.47 1561.47\\
1.39 4.27 1562.02 1562.02\\
1.41 4.27 1562.53 1562.53\\
1.42 4.27 1563.00 1563.00\\
1.44 4.27 1563.42 1563.42\\
1.46 4.27 1563.79 1563.79\\
1.47 4.27 1564.12 1564.12\\
1.49 4.27 1564.41 1564.41\\
1.50 4.27 1564.65 1564.65\\
1.52 4.27 1564.84 1564.84\\
1.54 4.27 1565.00 1565.00\\
1.55 4.27 1565.10 1565.10\\
1.57 4.27 1565.16 1565.16\\
1.58 4.27 1565.18 1565.18\\
1.60 4.27 1565.15 1565.15\\
1.62 4.27 1565.08 1565.08\\
1.63 4.27 1564.96 1564.96\\
1.65 4.27 1564.80 1564.80\\
1.66 4.27 1564.59 1564.59\\
1.68 4.27 1564.33 1564.33\\
1.70 4.27 1564.04 1564.04\\
1.71 4.27 1563.69 1563.69\\
1.73 4.27 1563.31 1563.31\\
1.74 4.27 1562.87 1562.87\\
1.76 4.27 1562.40 1562.40\\
1.78 4.27 1561.88 1561.88\\
1.79 4.27 1561.31 1561.31\\
1.81 4.27 1560.70 1560.70\\
1.82 4.27 1560.04 1560.04\\
1.84 4.27 1559.34 1559.34\\
1.86 4.27 1558.59 1558.59\\
1.87 4.27 1557.80 1557.80\\
1.89 4.27 1556.96 1556.96\\
1.90 4.27 1556.08 1556.08\\
1.92 4.27 1555.16 1555.16\\
1.94 4.27 1554.19 1554.19\\
1.95 4.27 1553.17 1553.17\\
1.97 4.27 1552.11 1552.11\\
1.98 4.27 1551.00 1551.00\\
2.00 4.27 1549.85 1549.85\\
2.02 4.27 1548.66 1548.66\\
2.03 4.27 1547.42 1547.42\\
2.05 4.27 1546.13 1546.13\\
2.06 4.27 1544.80 1544.80\\
2.08 4.27 1543.43 1543.43\\
2.10 4.27 1542.01 1542.01\\
2.11 4.27 1540.54 1540.54\\
2.13 4.27 1539.03 1539.03\\
2.14 4.27 1537.48 1537.48\\
2.16 4.27 1535.88 1535.88\\
2.18 4.27 1534.24 1534.24\\
2.19 4.27 1532.55 1532.55\\
2.21 4.27 1530.81 1530.81\\
2.22 4.27 1529.04 1529.04\\
2.24 4.27 1527.21 1527.21\\
2.26 4.27 1525.34 1525.34\\
2.27 4.27 1523.43 1523.43\\
2.29 4.27 1521.47 1521.47\\
2.30 4.27 1519.47 1519.47\\
2.32 4.27 1517.42 1517.42\\
2.34 4.27 1515.33 1515.33\\
2.35 4.27 1513.19 1513.19\\
2.37 4.27 1511.01 1511.01\\
2.38 4.27 1508.78 1508.78\\
2.40 4.27 1506.51 1506.51\\
2.42 4.27 1504.19 1504.19\\
2.43 4.27 1501.83 1501.83\\
2.45 4.27 1499.42 1499.42\\
2.46 4.27 1496.97 1496.97\\
2.48 4.27 1494.47 1494.47\\
2.50 4.27 1491.93 1491.93\\
2.51 4.27 1489.35 1489.35\\
2.53 4.27 1486.71 1486.71\\
2.54 4.27 1484.04 1484.04\\
2.56 4.27 1481.32 1481.32\\
2.58 4.27 1478.55 1478.55\\
2.59 4.27 1475.74 1475.74\\
2.61 4.27 1472.88 1472.88\\
2.62 4.27 1469.98 1469.98\\
2.64 4.27 1467.04 1467.04\\
2.66 4.27 1464.05 1464.05\\
2.67 4.27 1461.01 1461.01\\
2.69 4.27 1457.93 1457.93\\
2.70 4.27 1454.81 1454.81\\
2.72 4.27 1451.64 1451.64\\
2.74 4.27 1448.42 1448.42\\
2.75 4.27 1445.16 1445.16\\
2.77 4.27 1441.86 1441.86\\
2.78 4.27 1438.51 1438.51\\
2.80 4.27 1435.12 1435.12\\
2.82 4.27 1431.68 1431.68\\
2.83 4.27 1428.19 1428.19\\
2.85 4.27 1424.66 1424.66\\
2.86 4.27 1421.09 1421.09\\
2.88 4.27 1417.47 1417.47\\
2.90 4.27 1413.81 1413.81\\
2.91 4.27 1410.10 1410.10\\
2.93 4.27 1406.35 1406.35\\
2.94 4.27 1402.55 1402.55\\
2.96 4.27 1398.70 1398.70\\
2.98 4.27 1394.82 1394.82\\
2.99 4.27 1390.88 1390.88\\
0.00 4.28 1344.03 1344.03\\
0.02 4.28 1348.44 1348.44\\
0.03 4.28 1352.82 1352.82\\
0.05 4.28 1357.14 1357.14\\
0.06 4.28 1361.42 1361.42\\
0.08 4.28 1365.66 1365.66\\
0.10 4.28 1369.85 1369.85\\
0.11 4.28 1374.00 1374.00\\
0.13 4.28 1378.10 1378.10\\
0.14 4.28 1382.16 1382.16\\
0.16 4.28 1386.17 1386.17\\
0.18 4.28 1390.14 1390.14\\
0.19 4.28 1394.06 1394.06\\
0.21 4.28 1397.94 1397.94\\
0.22 4.28 1401.77 1401.77\\
0.24 4.28 1405.56 1405.56\\
0.26 4.28 1409.30 1409.30\\
0.27 4.28 1413.00 1413.00\\
0.29 4.28 1416.65 1416.65\\
0.30 4.28 1420.26 1420.26\\
0.32 4.28 1423.83 1423.83\\
0.34 4.28 1427.34 1427.34\\
0.35 4.28 1430.82 1430.82\\
0.37 4.28 1434.25 1434.25\\
0.38 4.28 1437.63 1437.63\\
0.40 4.28 1440.97 1440.97\\
0.42 4.28 1444.26 1444.26\\
0.43 4.28 1447.51 1447.51\\
0.45 4.28 1450.72 1450.72\\
0.46 4.28 1453.88 1453.88\\
0.48 4.28 1456.99 1456.99\\
0.50 4.28 1460.06 1460.06\\
0.51 4.28 1463.09 1463.09\\
0.53 4.28 1466.07 1466.07\\
0.54 4.28 1469.00 1469.00\\
0.56 4.28 1471.89 1471.89\\
0.58 4.28 1474.74 1474.74\\
0.59 4.28 1477.54 1477.54\\
0.61 4.28 1480.29 1480.29\\
0.62 4.28 1483.01 1483.01\\
0.64 4.28 1485.67 1485.67\\
0.66 4.28 1488.29 1488.29\\
0.67 4.28 1490.87 1490.87\\
0.69 4.28 1493.40 1493.40\\
0.70 4.28 1495.89 1495.89\\
0.72 4.28 1498.33 1498.33\\
0.74 4.28 1500.72 1500.72\\
0.75 4.28 1503.08 1503.08\\
0.77 4.28 1505.38 1505.38\\
0.78 4.28 1507.65 1507.65\\
0.80 4.28 1509.86 1509.86\\
0.82 4.28 1512.04 1512.04\\
0.83 4.28 1514.16 1514.16\\
0.85 4.28 1516.25 1516.25\\
0.86 4.28 1518.28 1518.28\\
0.88 4.28 1520.28 1520.28\\
0.90 4.28 1522.22 1522.22\\
0.91 4.28 1524.13 1524.13\\
0.93 4.28 1525.98 1525.98\\
0.94 4.28 1527.80 1527.80\\
0.96 4.28 1529.57 1529.57\\
0.98 4.28 1531.29 1531.29\\
0.99 4.28 1532.97 1532.97\\
1.01 4.28 1534.60 1534.60\\
1.02 4.28 1536.19 1536.19\\
1.04 4.28 1537.74 1537.74\\
1.06 4.28 1539.23 1539.23\\
1.07 4.28 1540.69 1540.69\\
1.09 4.28 1542.10 1542.10\\
1.10 4.28 1543.46 1543.46\\
1.12 4.28 1544.78 1544.78\\
1.14 4.28 1546.06 1546.06\\
1.15 4.28 1547.29 1547.29\\
1.17 4.28 1548.47 1548.47\\
1.18 4.28 1549.61 1549.61\\
1.20 4.28 1550.71 1550.71\\
1.22 4.28 1551.76 1551.76\\
1.23 4.28 1552.76 1552.76\\
1.25 4.28 1553.72 1553.72\\
1.26 4.28 1554.64 1554.64\\
1.28 4.28 1555.51 1555.51\\
1.30 4.28 1556.34 1556.34\\
1.31 4.28 1557.12 1557.12\\
1.33 4.28 1557.86 1557.86\\
1.34 4.28 1558.55 1558.55\\
1.36 4.28 1559.19 1559.19\\
1.38 4.28 1559.79 1559.79\\
1.39 4.28 1560.35 1560.35\\
1.41 4.28 1560.86 1560.86\\
1.42 4.28 1561.33 1561.33\\
1.44 4.28 1561.75 1561.75\\
1.46 4.28 1562.13 1562.13\\
1.47 4.28 1562.46 1562.46\\
1.49 4.28 1562.75 1562.75\\
1.50 4.28 1562.99 1562.99\\
1.52 4.28 1563.19 1563.19\\
1.54 4.28 1563.34 1563.34\\
1.55 4.28 1563.45 1563.45\\
1.57 4.28 1563.51 1563.51\\
1.58 4.28 1563.53 1563.53\\
1.60 4.28 1563.51 1563.51\\
1.62 4.28 1563.43 1563.43\\
1.63 4.28 1563.32 1563.32\\
1.65 4.28 1563.16 1563.16\\
1.66 4.28 1562.95 1562.95\\
1.68 4.28 1562.70 1562.70\\
1.70 4.28 1562.40 1562.40\\
1.71 4.28 1562.06 1562.06\\
1.73 4.28 1561.68 1561.68\\
1.74 4.28 1561.25 1561.25\\
1.76 4.28 1560.77 1560.77\\
1.78 4.28 1560.25 1560.25\\
1.79 4.28 1559.69 1559.69\\
1.81 4.28 1559.08 1559.08\\
1.82 4.28 1558.42 1558.42\\
1.84 4.28 1557.72 1557.72\\
1.86 4.28 1556.98 1556.98\\
1.87 4.28 1556.19 1556.19\\
1.89 4.28 1555.35 1555.35\\
1.90 4.28 1554.47 1554.47\\
1.92 4.28 1553.55 1553.55\\
1.94 4.28 1552.58 1552.58\\
1.95 4.28 1551.57 1551.57\\
1.97 4.28 1550.51 1550.51\\
1.98 4.28 1549.40 1549.40\\
2.00 4.28 1548.26 1548.26\\
2.02 4.28 1547.06 1547.06\\
2.03 4.28 1545.82 1545.82\\
2.05 4.28 1544.54 1544.54\\
2.06 4.28 1543.21 1543.21\\
2.08 4.28 1541.84 1541.84\\
2.10 4.28 1540.42 1540.42\\
2.11 4.28 1538.96 1538.96\\
2.13 4.28 1537.45 1537.45\\
2.14 4.28 1535.90 1535.90\\
2.16 4.28 1534.30 1534.30\\
2.18 4.28 1532.66 1532.66\\
2.19 4.28 1530.97 1530.97\\
2.21 4.28 1529.24 1529.24\\
2.22 4.28 1527.46 1527.46\\
2.24 4.28 1525.64 1525.64\\
2.26 4.28 1523.78 1523.78\\
2.27 4.28 1521.87 1521.87\\
2.29 4.28 1519.91 1519.91\\
2.30 4.28 1517.91 1517.91\\
2.32 4.28 1515.86 1515.86\\
2.34 4.28 1513.77 1513.77\\
2.35 4.28 1511.64 1511.64\\
2.37 4.28 1509.45 1509.45\\
2.38 4.28 1507.23 1507.23\\
2.40 4.28 1504.96 1504.96\\
2.42 4.28 1502.64 1502.64\\
2.43 4.28 1500.28 1500.28\\
2.45 4.28 1497.88 1497.88\\
2.46 4.28 1495.43 1495.43\\
2.48 4.28 1492.93 1492.93\\
2.50 4.28 1490.39 1490.39\\
2.51 4.28 1487.81 1487.81\\
2.53 4.28 1485.18 1485.18\\
2.54 4.28 1482.51 1482.51\\
2.56 4.28 1479.79 1479.79\\
2.58 4.28 1477.02 1477.02\\
2.59 4.28 1474.21 1474.21\\
2.61 4.28 1471.36 1471.36\\
2.62 4.28 1468.46 1468.46\\
2.64 4.28 1465.52 1465.52\\
